Line 1 getShape : 20 20
Line 2 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
Line 3 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35 7 85 45 72 21
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15 71 28 16 12 54
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17 29 89 78 94 54
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6 2 65 49 90 90
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25 77 75 99 63 85
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84 54 31 85 30 57
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23 6 8 91 28 2
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68 91 96 12 49 7
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37 72 86 94 59 66
29 28 3 31 56 41 58 19 29 13 11 0 18 46 79 62 2 86 89 90
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49 61 45 42 78 19
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78 28 37 52 95 25
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67 10 62 9 10 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67 6 44 75 65 0
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13 9 68 18 48 52
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7 75 18 51 60 56
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35
Line 4 operator= 
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35 7 85 45 72 21
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15 71 28 16 12 54
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17 29 89 78 94 54
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6 2 65 49 90 90
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25 77 75 99 63 85
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84 54 31 85 30 57
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23 6 8 91 28 2
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68 91 96 12 49 7
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37 72 86 94 59 66
29 28 3 31 56 41 58 19 29 13 11 0 18 46 79 62 2 86 89 90
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49 61 45 42 78 19
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78 28 37 52 95 25
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67 10 62 9 10 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67 6 44 75 65 0
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13 9 68 18 48 52
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7 75 18 51 60 56
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35
Line 5 printHead -1 14
Line 6 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35 7 85 45 72 21
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15 71 28 16 12 54
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17 29 89 78 94 54
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6 2 65 49 90 90
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25 77 75 99 63 85
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84 54 31 85 30 57
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23 6 8 91 28 2
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68 91 96 12 49 7
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37 72 86 94 59 66
29 28 3 31 56 41 58 19 29 13 11 0 18 46 79 62 2 86 89 90
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49 61 45 42 78 19
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78 28 37 52 95 25
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67 10 62 9 10 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67 6 44 75 65 0
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13 9 68 18 48 52
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7 75 18 51 60 56
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35
Line 7 drop 1 11 1x2 : true
Line 8 printHead 100 100
1x0 1x1 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
4 87 80 10 1 26 17 39 59 24 95 69
89 90 65 37 69 30 78 90 51 50 76 59
64 45 10 0 64 68 20 58 84 68 64 44
64 7 88 20 15 3 13 40 92 14 10 53
30 30 70 85 87 62 87 46 43 33 70 97
Line 129 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49 21
92 38 8 75 85 9 49 48 57 30 70 56
11 86 83 21 78 62 4 88 64 82 3 23
47 12 49 23 7 43 67 60 3 68 95 19
11 47 63 98 52 16 62 56 53 42 28 22
45 78 9 87 3 13 32 4 55 40 17 18
4 87 80 10 1 26 17 39 59 24 95 69
89 90 65 37 69 30 78 90 51 50 76 59
64 45 10 0 64 68 20 58 84 68 64 44
64 7 88 20 15 3 13 40 92 14 10 53
30 30 70 85 87 62 87 46 43 33 70 97
Line 130 extract 16 23 19 32
Line 131 getShape : 11 20
Line 132 getShape : 11 20
Line 133 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49 21
92 38 8 75 85 9 49 48 57 30 70 56
11 86 83 21 78 62 4 88 64 82 3 23
47 12 49 23 7 43 67 60 3 68 95 19
11 47 63 98 52 16 62 56 53 42 28 22
45 78 9 87 3 13 32 4 55 40 17 18
4 87 80 10 1 26 17 39 59 24 95 69
89 90 65 37 69 30 78 90 51 50 76 59
64 45 10 0 64 68 20 58 84 68 64 44
64 7 88 20 15 3 13 40 92 14 10 53
30 30 70 85 87 62 87 46 43 33 70 97
Line 134 extract 4 18 14 17
Line 135 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49 21
92 38 8 75 85 9 49 48 57 30 70 56
11 86 83 21 78 62 4 88 64 82 3 23
47 12 49 23 7 43 67 60 3 68 95 19
11 47 63 98 52 16 62 56 53 42 28 22
45 78 9 87 3 13 32 4 55 40 17 18
4 87 80 10 1 26 17 39 59 24 95 69
89 90 65 37 69 30 78 90 51 50 76 59
64 45 10 0 64 68 20 58 84 68 64 44
64 7 88 20 15 3 13 40 92 14 10 53
30 30 70 85 87 62 87 46 43 33 70 97
Line 136 extract 1 22 1 11
1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x18
38 8 75 85 9 49 48 57 30 70 56
86 83 21 78 62 4 88 64 82 3 23
12 49 23 7 43 67 60 3 68 95 19
47 63 98 52 16 62 56 53 42 28 22
78 9 87 3 13 32 4 55 40 17 18
87 80 10 1 26 17 39 59 24 95 69
90 65 37 69 30 78 90 51 50 76 59
45 10 0 64 68 20 58 84 68 64 44
7 88 20 15 3 13 40 92 14 10 53
30 70 85 87 62 87 46 43 33 70 97
Line 137 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49 21
92 38 8 75 85 9 49 48 57 30 70 56
11 86 83 21 78 62 4 88 64 82 3 23
47 12 49 23 7 43 67 60 3 68 95 19
11 47 63 98 52 16 62 56 53 42 28 22
45 78 9 87 3 13 32 4 55 40 17 18
4 87 80 10 1 26 17 39 59 24 95 69
89 90 65 37 69 30 78 90 51 50 76 59
64 45 10 0 64 68 20 58 84 68 64 44
64 7 88 20 15 3 13 40 92 14 10 53
30 30 70 85 87 62 87 46 43 33 70 97
Line 138 extract 4 8 8 18
1x12 1x13 1x14 1x18
53 42 28 22
55 40 17 18
59 24 95 69
51 50 76 59
84 68 64 44
Line 139 columns : 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x18
Line 140 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49 21
92 38 8 75 85 9 49 48 57 30 70 56
11 86 83 21 78 62 4 88 64 82 3 23
47 12 49 23 7 43 67 60 3 68 95 19
11 47 63 98 52 16 62 56 53 42 28 22
45 78 9 87 3 13 32 4 55 40 17 18
4 87 80 10 1 26 17 39 59 24 95 69
89 90 65 37 69 30 78 90 51 50 76 59
64 45 10 0 64 68 20 58 84 68 64 44
64 7 88 20 15 3 13 40 92 14 10 53
30 30 70 85 87 62 87 46 43 33 70 97
Line 141 drop -1 19 1x1 : false
Line 142 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49 21
92 38 8 75 85 9 49 48 57 30 70 56
11 86 83 21 78 62 4 88 64 82 3 23
47 12 49 23 7 43 67 60 3 68 95 19
11 47 63 98 52 16 62 56 53 42 28 22
45 78 9 87 3 13 32 4 55 40 17 18
4 87 80 10 1 26 17 39 59 24 95 69
89 90 65 37 69 30 78 90 51 50 76 59
64 45 10 0 64 68 20 58 84 68 64 44
64 7 88 20 15 3 13 40 92 14 10 53
30 30 70 85 87 62 87 46 43 33 70 97
Line 143 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49 21
92 38 8 75 85 9 49 48 57 30 70 56
11 86 83 21 78 62 4 88 64 82 3 23
47 12 49 23 7 43 67 60 3 68 95 19
11 47 63 98 52 16 62 56 53 42 28 22
45 78 9 87 3 13 32 4 55 40 17 18
4 87 80 10 1 26 17 39 59 24 95 69
89 90 65 37 69 30 78 90 51 50 76 59
64 45 10 0 64 68 20 58 84 68 64 44
64 7 88 20 15 3 13 40 92 14 10 53
30 30 70 85 87 62 87 46 43 33 70 97
Line 144 drop 1 7 1x9 : true
Line 145 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49
92 38 8 75 85 9 49 48 57 30 70
11 86 83 21 78 62 4 88 64 82 3
47 12 49 23 7 43 67 60 3 68 95
11 47 63 98 52 16 62 56 53 42 28
45 78 9 87 3 13 32 4 55 40 17
4 87 80 10 1 26 17 39 59 24 95
89 90 65 37 69 30 78 90 51 50 76
64 45 10 0 64 68 20 58 84 68 64
64 7 88 20 15 3 13 40 92 14 10
30 30 70 85 87 62 87 46 43 33 70
Line 146 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49
92 38 8 75 85 9 49 48 57 30 70
11 86 83 21 78 62 4 88 64 82 3
47 12 49 23 7 43 67 60 3 68 95
11 47 63 98 52 16 62 56 53 42 28
45 78 9 87 3 13 32 4 55 40 17
4 87 80 10 1 26 17 39 59 24 95
89 90 65 37 69 30 78 90 51 50 76
64 45 10 0 64 68 20 58 84 68 64
64 7 88 20 15 3 13 40 92 14 10
30 30 70 85 87 62 87 46 43 33 70
Line 147 extract 8 19 4 21
1x8 1x10 1x11 1x12 1x13 1x14 1x18
64 68 20 58 84 68 64
15 3 13 40 92 14 10
87 62 87 46 43 33 70
Line 148 columns : 1x3 1x5 1x6 1x7 1x8 1x10 1x11 1x12 1x13 1x14 1x18
Line 149 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49
92 38 8 75 85 9 49 48 57 30 70
11 86 83 21 78 62 4 88 64 82 3
47 12 49 23 7 43 67 60 3 68 95
11 47 63 98 52 16 62 56 53 42 28
45 78 9 87 3 13 32 4 55 40 17
4 87 80 10 1 26 17 39 59 24 95
89 90 65 37 69 30 78 90 51 50 76
64 45 10 0 64 68 20 58 84 68 64
64 7 88 20 15 3 13 40 92 14 10
30 30 70 85 87 62 87 46 43 33 70
Line 150 extract 17 35 13 22
Line 151 printHead 2 19
1x3 1x5 1x6 1x7 1x8 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49
92 38 8 75 85 9 49 48 57 30 70
Line 152 getShape : 11 20
Line 153 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49
92 38 8 75 85 9 49 48 57 30 70
11 86 83 21 78 62 4 88 64 82 3
47 12 49 23 7 43 67 60 3 68 95
11 47 63 98 52 16 62 56 53 42 28
45 78 9 87 3 13 32 4 55 40 17
4 87 80 10 1 26 17 39 59 24 95
89 90 65 37 69 30 78 90 51 50 76
64 45 10 0 64 68 20 58 84 68 64
64 7 88 20 15 3 13 40 92 14 10
30 30 70 85 87 62 87 46 43 33 70
Line 154 extract 0 1 1 2
1x5 1x6
80 62
38 8
Line 155 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x11 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21 49
92 38 8 75 85 9 49 48 57 30 70
11 86 83 21 78 62 4 88 64 82 3
47 12 49 23 7 43 67 60 3 68 95
11 47 63 98 52 16 62 56 53 42 28
45 78 9 87 3 13 32 4 55 40 17
4 87 80 10 1 26 17 39 59 24 95
89 90 65 37 69 30 78 90 51 50 76
64 45 10 0 64 68 20 58 84 68 64
64 7 88 20 15 3 13 40 92 14 10
30 30 70 85 87 62 87 46 43 33 70
Line 156 drop 1 8 1x11 : true
Line 157 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21
92 38 8 75 85 9 49 48 57 30
11 86 83 21 78 62 4 88 64 82
47 12 49 23 7 43 67 60 3 68
11 47 63 98 52 16 62 56 53 42
45 78 9 87 3 13 32 4 55 40
4 87 80 10 1 26 17 39 59 24
89 90 65 37 69 30 78 90 51 50
64 45 10 0 64 68 20 58 84 68
64 7 88 20 15 3 13 40 92 14
30 30 70 85 87 62 87 46 43 33
Line 158 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21
92 38 8 75 85 9 49 48 57 30
11 86 83 21 78 62 4 88 64 82
47 12 49 23 7 43 67 60 3 68
11 47 63 98 52 16 62 56 53 42
45 78 9 87 3 13 32 4 55 40
4 87 80 10 1 26 17 39 59 24
89 90 65 37 69 30 78 90 51 50
64 45 10 0 64 68 20 58 84 68
64 7 88 20 15 3 13 40 92 14
30 30 70 85 87 62 87 46 43 33
Line 159 drop 0 7 1x3 : true
Line 160 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21
92 38 8 75 85 9 49 48 57 30
11 86 83 21 78 62 4 88 64 82
47 12 49 23 7 43 67 60 3 68
11 47 63 98 52 16 62 56 53 42
45 78 9 87 3 13 32 4 55 40
4 87 80 10 1 26 17 39 59 24
64 45 10 0 64 68 20 58 84 68
64 7 88 20 15 3 13 40 92 14
30 30 70 85 87 62 87 46 43 33
Line 161 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21
92 38 8 75 85 9 49 48 57 30
11 86 83 21 78 62 4 88 64 82
47 12 49 23 7 43 67 60 3 68
11 47 63 98 52 16 62 56 53 42
45 78 9 87 3 13 32 4 55 40
4 87 80 10 1 26 17 39 59 24
64 45 10 0 64 68 20 58 84 68
64 7 88 20 15 3 13 40 92 14
30 30 70 85 87 62 87 46 43 33
Line 162 drop 1 18 1x9 : false
Line 163 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21
92 38 8 75 85 9 49 48 57 30
11 86 83 21 78 62 4 88 64 82
47 12 49 23 7 43 67 60 3 68
11 47 63 98 52 16 62 56 53 42
45 78 9 87 3 13 32 4 55 40
4 87 80 10 1 26 17 39 59 24
64 45 10 0 64 68 20 58 84 68
64 7 88 20 15 3 13 40 92 14
30 30 70 85 87 62 87 46 43 33
Line 164 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21
92 38 8 75 85 9 49 48 57 30
11 86 83 21 78 62 4 88 64 82
47 12 49 23 7 43 67 60 3 68
11 47 63 98 52 16 62 56 53 42
45 78 9 87 3 13 32 4 55 40
4 87 80 10 1 26 17 39 59 24
64 45 10 0 64 68 20 58 84 68
64 7 88 20 15 3 13 40 92 14
30 30 70 85 87 62 87 46 43 33
Line 165 extract 13 23 12 19
Line 166 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21
92 38 8 75 85 9 49 48 57 30
11 86 83 21 78 62 4 88 64 82
47 12 49 23 7 43 67 60 3 68
11 47 63 98 52 16 62 56 53 42
45 78 9 87 3 13 32 4 55 40
4 87 80 10 1 26 17 39 59 24
64 45 10 0 64 68 20 58 84 68
64 7 88 20 15 3 13 40 92 14
30 30 70 85 87 62 87 46 43 33
Line 167 extract 7 11 15 20
Line 168 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21
92 38 8 75 85 9 49 48 57 30
11 86 83 21 78 62 4 88 64 82
47 12 49 23 7 43 67 60 3 68
11 47 63 98 52 16 62 56 53 42
45 78 9 87 3 13 32 4 55 40
4 87 80 10 1 26 17 39 59 24
64 45 10 0 64 68 20 58 84 68
64 7 88 20 15 3 13 40 92 14
30 30 70 85 87 62 87 46 43 33
Line 169 extract 14 35 18 32
Line 170 printHead 13 4
1x3 1x5 1x6 1x7
97 80 62 73
92 38 8 75
11 86 83 21
47 12 49 23
11 47 63 98
45 78 9 87
4 87 80 10
64 45 10 0
64 7 88 20
30 30 70 85
Line 171 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12 21
92 38 8 75 85 9 49 48 57 30
11 86 83 21 78 62 4 88 64 82
47 12 49 23 7 43 67 60 3 68
11 47 63 98 52 16 62 56 53 42
45 78 9 87 3 13 32 4 55 40
4 87 80 10 1 26 17 39 59 24
64 45 10 0 64 68 20 58 84 68
64 7 88 20 15 3 13 40 92 14
30 30 70 85 87 62 87 46 43 33
Line 172 drop 1 15 1x8 : true
Line 173 printHead 100 100
1x3 1x5 1x6 1x7 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12
92 38 8 75 85 9 49 48 57
11 86 83 21 78 62 4 88 64
47 12 49 23 7 43 67 60 3
11 47 63 98 52 16 62 56 53
45 78 9 87 3 13 32 4 55
4 87 80 10 1 26 17 39 59
64 45 10 0 64 68 20 58 84
64 7 88 20 15 3 13 40 92
30 30 70 85 87 62 87 46 43
Line 174 Dataset 
1x3 1x5 1x6 1x7 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12
92 38 8 75 85 9 49 48 57
11 86 83 21 78 62 4 88 64
47 12 49 23 7 43 67 60 3
11 47 63 98 52 16 62 56 53
45 78 9 87 3 13 32 4 55
4 87 80 10 1 26 17 39 59
64 45 10 0 64 68 20 58 84
64 7 88 20 15 3 13 40 92
30 30 70 85 87 62 87 46 43
Line 175 printTail 10 21
1x3 1x5 1x6 1x7 1x10 1x12 1x13 1x14 1x18
21 6 1 15 71 28 16 12 54
56 76 29 17 29 89 78 94 54
23 71 47 6 2 65 49 90 90
19 25 18 84 54 31 85 30 57
22 76 63 68 91 96 12 49 7
18 86 12 78 28 37 52 95 25
69 8 71 67 10 62 9 10 71
44 0 87 13 9 68 18 48 52
53 74 66 95 83 4 77 88 28
97 66 48 66 71 35 77 1 35
Line 176 getShape : 10 20
Line 177 columns : 1x3 1x5 1x6 1x7 1x10 1x12 1x13 1x14 1x18
Line 178 getShape : 10 20
Line 179 printHead 13 8
1x3 1x5 1x6 1x7 1x10 1x12 1x13 1x14
97 80 62 73 12 61 5 5
92 38 8 75 85 9 49 48
11 86 83 21 78 62 4 88
47 12 49 23 7 43 67 60
11 47 63 98 52 16 62 56
45 78 9 87 3 13 32 4
4 87 80 10 1 26 17 39
64 45 10 0 64 68 20 58
64 7 88 20 15 3 13 40
30 30 70 85 87 62 87 46
Line 180 printHead 100 100
1x3 1x5 1x6 1x7 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12
92 38 8 75 85 9 49 48 57
11 86 83 21 78 62 4 88 64
47 12 49 23 7 43 67 60 3
11 47 63 98 52 16 62 56 53
45 78 9 87 3 13 32 4 55
4 87 80 10 1 26 17 39 59
64 45 10 0 64 68 20 58 84
64 7 88 20 15 3 13 40 92
30 30 70 85 87 62 87 46 43
Line 181 extract 1 10 0 15
1x3 1x5 1x6 1x7 1x10 1x12 1x13 1x14 1x18
92 38 8 75 85 9 49 48 57
11 86 83 21 78 62 4 88 64
47 12 49 23 7 43 67 60 3
11 47 63 98 52 16 62 56 53
45 78 9 87 3 13 32 4 55
4 87 80 10 1 26 17 39 59
64 45 10 0 64 68 20 58 84
64 7 88 20 15 3 13 40 92
30 30 70 85 87 62 87 46 43
Line 182 Dataset 
1x3 1x5 1x6 1x7 1x10 1x12 1x13 1x14 1x18
97 80 62 73 12 61 5 5 12
92 38 8 75 85 9 49 48 57
11 86 83 21 78 62 4 88 64
47 12 49 23 7 43 67 60 3
11 47 63 98 52 16 62 56 53
45 78 9 87 3 13 32 4 55
4 87 80 10 1 26 17 39 59
64 45 10 0 64 68 20 58 84
64 7 88 20 15 3 13 40 92
30 30 70 85 87 62 87 46 43
